FIPS,Geographic Name,Geographic Subtype,Total Vote,Joseph R. Biden,Donald J. Trump
fips,name,type,totalvote,vote1,vote2
2724,District 24,Election District,10289,4676,5309
2725,District 25,Election District,9164,4530,4323
2726,District 26,Election District,9978,4510,5162
2727,District 27,Election District,9389,4791,4267
2728,District 28,Election District,12642,6225,6099
2729,District 29,Election District,10731,2983,7450
2730,District 30,Election District,10174,2635,7181
2731,District 31,Election District,12389,5032,6956
2732,District 32,Election District,8310,3495,4427
2733,District 33,Election District,10951,7534,3057
2734,District 34,Election District,10723,5759,4541
2735,District 35,Election District,10097,5008,4767
2736,District 36,Election District,9284,3792,5111
2737,District 37,Election District,3379,1572,1651
2738,District 38,Election District,5299,3202,1737
2739,District 39,Election District,5810,3549,1896
2740,District 40,Election District,3923,1951,1708
4001,Apache,County,35172,23293,11442
4003,Cochise,County,60442,23732,35557
4005,Coconino,County,73272,44698,27052
4007,Gila,County,27662,8943,18377
4009,Graham,County,14995,4034,10749
4011,Greenlee,County,3685,1182,2433
4012,La Paz,County,7458,2236,5129
4013,Maricopa,County,2076064,1040774,995665
4015,Mohave,County,104668,24831,78535
4017,Navajo,County,51767,23383,27657
4019,Pima,County,522059,304981,207758
4021,Pinal,County,185525,75106,107077
4023,Santa Cruz,County,19556,13138,6194
4025,Yavapai,County,143221,49602,91527
4027,Yuma,County,69881,32210,36534
5001,Arkansas,County,6284,1813,4301
5003,Ashley,County,7926,2125,5548
5005,Baxter,County,21007,4635,15836
5007,Benton,County,119912,42249,73965
5009,Boone,County,17114,3064,13652
5011,Bradley,County,3654,1214,2335
5013,Calhoun,County,2182,479,1636
5015,Carroll,County,11797,4023,7424
5017,Chicot,County,4103,2260,1752
5019,Clark,County,8358,3413,4605
5021,Clay,County,5183,962,4086
5023,Cleburne,County,12680,1988,10328
5025,Cleveland,County,3600,651,2867
5027,Columbia,County,8550,2781,5469
5029,Conway,County,8641,2593,5672
5031,Craighead,County,38511,11921,25558
5033,Crawford,County,24091,4959,18607
5035,Crittenden,County,16086,8325,7244
5037,Cross,County,6911,1759,4928
5039,Dallas,County,2649,963,1573
5041,Desha,County,4164,2016,1921
5043,Drew,County,6879,2408,4338
5045,Faulkner,County,54264,18267,34338
5047,Franklin,County,7129,1300,5677
5049,Fulton,County,5119,1035,3961
5051,Garland,County,44199,14045,29069
5053,Grant,County,8200,1268,6794
5055,Greene,County,16066,3045,12651
5057,Hempstead,County,6838,2135,4463
5059,Hot Spring,County,12557,3082,9202
5061,Howard,County,4834,1340,3367
5063,Independence,County,14486,2798,11232
5065,Izard,County,5810,1021,4631
5067,Jackson,County,5091,1365,3593
5069,Jefferson,County,25030,14882,9500
5071,Johnson,County,9498,2283,6938
5073,Lafayette,County,2679,839,1757
5075,Lawrence,County,5857,1080,4569
5077,Lee,County,2848,1423,1286
5079,Lincoln,County,3870,1031,2725
5081,Little River,County,5177,1226,3715
5083,Logan,County,8225,1544,6441
5085,Lonoke,County,30660,6684,22884
5087,Madison,County,7315,1555,5630
5089,Marion,County,7503,1531,5783
5091,Miller,County,16529,4245,11920
5093,Mississippi,County,12287,4542,7262
5095,Monroe,County,2815,1146,1545
5097,Montgomery,County,3839,722,3021
5099,Nevada,County,2119,775,1275
5101,Newton,County,3998,709,3192
5103,Ouachita,County,9629,3995,5294
5105,Perry,County,4627,1012,3479
5107,Phillips,County,6242,3623,2417
5109,Pike,County,4246,644,3519
5111,Poinsett,County,7521,1424,5918
5113,Polk,County,8490,1246,7035
5115,Pope,County,24367,5747,18041
5117,Prairie,County,3465,646,2764
5119,Pulaski,County,165468,98855,62389
5121,Randolph,County,6812,1215,5355
5123,St. Francis,County,7108,3604,3242
5125,Saline,County,56959,16060,39556
5127,Scott,County,3551,483,2962
5129,Searcy,County,4019,588,3365
5131,Sebastian,County,47140,14487,31198
5133,Sevier,County,5202,1116,3884
5135,Sharp,County,7566,1398,5938
5137,Stone,County,5938,1180,4616
5139,Union,County,16607,5584,10478
5141,Van Buren,County,7807,1593,6034
5143,Washington,County,94266,43824,47504
5145,White,County,30885,5978,24182
5147,Woodruff,County,2476,856,1543
5149,Yell,County,6711,1275,5205
6001,Alameda,County,767961,616180,135925
6003,Alpine,County,731,473,238
6005,Amador,County,22294,8150,13580
6007,Butte,County,99780,49402,47568
6009,Calaveras,County,26717,9845,16287
6011,Colusa,County,7672,3114,4399
6013,Contra Costa,County,567882,407639,148623
6015,Del Norte,County,11403,4656,6434
6017,El Dorado,County,115753,51473,61614
6019,Fresno,County,360021,190403,162438
6021,Glenn,County,10890,3815,6854
6023,Humboldt,County,56448,37367,17474
6025,Imperial,County,50573,31490,18058
6027,Inyo,County,9460,4623,4611
6029,Kern,County,276834,121930,148297
6031,Kings,County,41933,17729,23169
6033,Lake,County,11038,6874,3955
6035,Lassen,County,11779,2772,8798
6037,Los Angeles,County,4188764,2980478,1121538
6039,Madera,County,53036,22814,29065
6041,Marin,County,153504,126652,24007
6043,Mariposa,County,10280,4088,5950
6045,Mendocino,County,25171,18303,6312
6047,Merced,County,88977,47861,38568
6049,Modoc,County,3805,1063,2675
6051,Mono,County,6713,3998,2504
6053,Monterey,County,160205,111656,45031
6055,Napa,County,67847,46962,19388
6057,Nevada,County,62352,34959,25864
6059,Orange,County,1519356,812803,675381
6061,Placer,County,225001,102749,116910
6063,Plumas,County,10947,4465,6247
6065,Riverside,County,927705,493368,416515
6067,Sacramento,County,653395,402630,234854
6069,San Benito,County,28317,17315,10412
6071,San Bernardino,County,804316,436162,350310
6073,San Diego,County,1597955,962325,598434
6075,San Francisco,County,440418,375630,55988
6077,San Joaquin,County,268548,150321,112548
6079,San Luis Obispo,County,156562,86829,65907
6081,San Mateo,County,372683,290394,75239
6083,Santa Barbara,County,194378,126419,63583
6085,Santa Clara,County,845110,614136,212973
6087,Santa Cruz,County,143757,113487,26688
6089,Shasta,County,90255,29312,58886
6091,Sierra,County,1930,730,1142
6093,Siskiyou,County,23420,9582,13272
6095,Solano,County,205920,131489,69218
6097,Sonoma,County,263756,197010,60355
6099,Stanislaus,County,210013,103459,101792
6101,Sutter,County,41694,16961,23864
6103,Tehama,County,26826,8493,17739
6105,Trinity,County,6252,2848,3185
6107,Tulare,County,144448,65056,76315
6109,Tuolumne,County,29820,11808,17302
6111,Ventura,County,419702,249742,160835
6113,Yolo,County,75023,53621,19825
6115,Yuba,County,27329,10343,16210
8001,Adams,County,236735,134202,95657
8003,Alamosa,County,7808,3759,3813
8005,Arapahoe,County,350283,213673,127356
8007,Archuleta,County,9144,3738,5189
8009,Baca,County,2224,317,1866
8011,Bent,County,2274,732,1503
8013,Boulder,County,206111,159089,42501
8014,Broomfield,County,46632,29077,16295
8015,Chaffee,County,13717,7160,6222
8017,Cheyenne,County,1136,131,993
8019,Clear Creek,County,6545,3603,2753
8021,Conejos,County,4333,1959,2286
8023,Costilla,County,2094,1311,741
8025,Crowley,County,1750,437,1271
8027,Custer,County,3630,1111,2471
8029,Delta,County,19370,5887,13081
8031,Denver,County,393824,313292,71617
8033,Dolores,County,1449,341,1089
8035,Douglas,County,231599,104653,121270
8037,Eagle,County,29139,18588,9891
8039,Elbert,County,18983,4490,14027
8041,El Paso,County,378234,161636,202560
8043,Fremont,County,25557,7369,17517
8045,Garfield,County,30904,15427,14717
8047,Gilpin,County,4185,2222,1833
8049,Grand,County,9869,4709,4883
8051,Gunnison,County,10887,6976,3599
8053,Hinsdale,County,632,255,353
8055,Huerfano,County,4406,2076,2203
8057,Jackson,County,876,175,681
8059,Jefferson,County,377351,218393,148414
8061,Kiowa,County,903,98,795
8063,Kit Carson,County,3870,662,3143
8065,Lake,County,3961,2303,1497
8067,La Plata,County,35667,20548,14233
8069,Larimer,County,224333,126117,91488
8071,Las Animas,County,7961,3497,4284
8073,Lincoln,County,2651,470,2135
8075,Logan,County,10532,2218,8087
8077,Mesa,County,90613,31533,56888
8079,Mineral,County,756,317,427
8081,Moffat,County,7026,1203,5670
8083,Montezuma,County,15500,5836,9306
8085,Montrose,County,24922,7687,16770
8087,Morgan,County,13744,3876,9593
8089,Otero,County,9576,3605,5756
8091,Ouray,County,4020,2365,1577
8093,Park,County,12289,4903,6990
8095,Phillips,County,2485,486,1958
8097,Pitkin,County,11957,8989,2780
8099,Prowers,County,5561,1458,4008
8101,Pueblo,County,88299,43772,42252
8103,Rio Blanco,County,3691,561,3061
8105,Rio Grande,County,6305,2495,3660
8107,Routt,County,16876,10582,5925
8109,Saguache,County,3389,1884,1413
8111,San Juan,County,562,342,202
8113,San Miguel,County,5146,3923,1136
8115,Sedgwick,County,1446,301,1121
8117,Summit,County,18465,12620,5319
8119,Teller,County,16939,5278,11241
8121,Washington,County,3008,369,2595
8123,Weld,County,166946,66050,96133
8125,Yuma,County,4981,785,4107
9001,Fairfield,County,472396,297505,168445
9003,Hartford,County,449334,283368,159024
9005,Litchfield,County,107544,50164,55601
9007,Middlesex,County,99198,56848,40665
9009,New Haven,County,417680,242441,169808
9011,New London,County,139604,79459,57110
9013,Tolland,County,80546,44006,34819
9015,Windham,County,57077,26701,29141
10001,Kent,County,87025,44552,41009
10003,New Castle,County,287633,195034,88364
10005,Sussex,County,129352,56682,71230
11001,District of Columbia,County,333682,307265,18172
12001,Alachua,County,143047,89704,50972
12003,Baker,County,14082,2037,11911
12005,Bay,County,93213,25614,66097
12007,Bradford,County,13650,3160,10334
12009,Brevard,County,361653,148549,207883
12011,Broward,County,959640,618752,333409
12013,Calhoun,County,6537,1209,5274
12015,Charlotte,County,116558,42273,73243
12017,Citrus,County,93388,27092,65352
12019,Clay,County,124660,38317,84480
12021,Collier,County,208285,77621,128950
12023,Columbia,County,33092,8914,23836
12027,DeSoto,County,12676,4259,8313
12029,Dixie,County,8173,1365,6759
12031,Duval,County,494161,252556,233762
12033,Escambia,County,170856,70929,96674
12035,Flagler,County,71863,28161,43043
12037,Franklin,County,6859,2120,4675
12039,Gadsden,County,23762,16153,7465
12041,Gilchrist,County,9702,1700,7895
12043,Glades,County,5203,1385,3782
12045,Gulf,County,8172,1985,6113
12047,Hamilton,County,5840,1963,3815
12049,Hardee,County,8502,2298,6122
12051,Hendry,County,12956,4929,7906
12053,Hernando,County,109150,37519,70412
12055,Highlands,County,52243,16938,34873
12057,Hillsborough,County,714068,376367,327398
12059,Holmes,County,9078,924,8080
12061,Indian River,County,97740,37844,58872
12063,Jackson,County,22456,6766,15488
12065,Jefferson,County,8468,3897,4479
12067,Lafayette,County,3662,510,3128
12069,Lake,County,211314,83505,125859
12071,Lee,County,394758,157695,233247
12073,Leon,County,163476,103517,57453
12075,Levy,County,23185,6205,16749
12077,Liberty,County,3565,694,2846
12079,Madison,County,9393,3747,5576
12081,Manatee,County,217472,90166,124987
12083,Marion,County,204716,74858,127826
12085,Martin,County,98942,36893,61168
12086,Miami-Dade,County,1158918,617864,532833
12087,Monroe,County,48135,21881,25693
12089,Nassau,County,58915,15564,42566
12091,Okaloosa,County,116743,34248,79798
12093,Okeechobee,County,15984,4390,11470
12095,Orange,County,649157,395014,245398
12097,Osceola,County,172784,97297,73480
12099,Palm Beach,County,774597,433572,334711
12101,Pasco,County,302621,119073,179621
12103,Pinellas,County,561161,277450,276209
12105,Polk,County,344026,145049,194586
12107,Putnam,County,36422,10527,25514
12109,St. Johns,County,177047,63850,110946
12111,St. Lucie,County,172349,84137,86831
12113,Santa Rosa,County,107198,27612,77385
12115,Sarasota,County,271169,120110,148370
12117,Seminole,County,261533,132528,125241
12119,Sumter,County,92624,29341,62761
12121,Suwannee,County,21083,4485,16410
12123,Taylor,County,10138,2299,7751
12125,Union,County,6251,1053,5133
12127,Volusia,County,308109,130575,173821
12129,Wakulla,County,18448,5351,12874
12131,Walton,County,43795,10338,32947
12133,Washington,County,12335,2347,9876
13001,Appling,County,8341,1779,6526
13003,Atkinson,County,3155,825,2300
13005,Bacon,County,4668,625,4018
13007,Baker,County,1555,652,897
13009,Baldwin,County,18251,9140,8903
13011,Banks,County,8801,932,7795
13013,Barrow,County,37921,10453,26804
13015,Bartow,County,50467,12092,37674
13017,Ben Hill,County,6560,2392,4110
13019,Berrien,County,7743,1269,6419
13021,Bibb,County,70802,43468,26585
13023,Bleckley,County,5706,1311,4328
13025,Brantley,County,7746,699,6991
13027,Brooks,County,7100,2790,4260
13029,Bryan,County,21340,6739,14244
13031,Bulloch,County,30084,11243,18386
13033,Burke,County,10684,5209,5400
13035,Butts,County,11768,3272,8405
13037,Calhoun,County,2194,1260,923
13039,Camden,County,23688,7967,15251
13043,Candler,County,4432,1269,3134
13045,Carroll,County,54474,16238,37476
13047,Catoosa,County,32593,6932,25167
13049,Charlton,County,4566,1103,3419
13051,Chatham,County,133420,78254,53237
13053,Chattahoochee,County,1582,667,880
13055,Chattooga,County,10050,1854,8064
13057,Cherokee,County,144830,42794,99587
13059,Clarke,County,51333,36048,14446
13061,Clay,County,1434,790,637
13063,Clayton,County,112344,95476,15813
13065,Clinch,County,2864,747,2105
13067,Cobb,County,393746,221846,165459
13069,Coffee,County,15214,4511,10578
13071,Colquitt,County,16083,4187,11777
13073,Columbia,County,80579,29236,50013
13075,Cook,County,7035,2059,4900
13077,Coweta,County,76799,24210,51501
13079,Crawford,County,6102,1615,4428
13081,Crisp,County,8039,2986,4987
13083,Dade,County,7434,1261,6066
13085,Dawson,County,16081,2486,13398
13087,Decatur,County,11627,4780,6758
13089,DeKalb,County,370711,308140,58369
13091,Dodge,County,8070,2171,5843
13093,Dooly,County,4105,1911,2159
13095,Dougherty,County,35308,24579,10449
13097,Douglas,County,68806,42653,25323
13099,Early,County,5187,2437,2722
13101,Echols,County,1441,167,1256
13103,Effingham,County,31570,7720,23358
13105,Elbert,County,9171,2879,6226
13107,Emanuel,County,9501,2884,6551
13109,Evans,County,4247,1324,2888
13111,Fannin,County,14850,2571,12169
13113,Fayette,County,69245,31937,36375
13115,Floyd,County,38588,10972,27120
13117,Forsyth,County,129305,42203,85122
13119,Franklin,County,10765,1593,9069
13121,Fulton,County,524659,381144,137240
13123,Gilmer,County,16525,2932,13429
13125,Glascock,County,1566,155,1403
13127,Glynn,County,41984,15879,25616
13129,Gordon,County,24033,4384,19405
13131,Grady,County,10707,3619,7034
13133,Greene,County,11247,4088,7068
13135,Gwinnett,County,413865,241827,166413
13137,Habersham,County,20432,3563,16637
13139,Hall,County,90523,25031,64170
13141,Hancock,County,4165,2985,1159
13143,Haralson,County,14248,1792,12331
13145,Harris,County,19991,5457,14319
13147,Hart,County,12727,3157,9464
13149,Heard,County,5391,824,4516
13151,Henry,County,122742,73276,48187
13153,Houston,County,74823,32232,41534
13155,Irwin,County,4168,1008,3134
13157,Jackson,County,37670,7642,29497
13159,Jasper,County,7644,1761,5822
13161,Jeff Davis,County,5771,1028,4695
13163,Jefferson,County,7642,4061,3537
13165,Jenkins,County,3455,1266,2161
13167,Johnson,County,4100,1222,2850
13169,Jones,County,14966,4888,9965
13171,Lamar,County,9039,2615,6330
13173,Lanier,County,3576,1019,2509
13175,Laurens,County,22729,8073,14493
13177,Lee,County,16714,4558,12007
13179,Liberty,County,21389,13099,7959
13181,Lincoln,County,4650,1435,3179
13183,Long,County,5656,2033,3528
13185,Lowndes,County,46355,20117,25691
13187,Lumpkin,County,15531,3126,12163
13189,McDuffie,County,10455,4168,6169
13191,McIntosh,County,6696,2612,4016
13193,Macon,County,4662,2857,1783
13195,Madison,County,14937,3411,11326
13197,Marion,County,3624,1311,2275
13199,Meriwether,County,10877,4287,6524
13201,Miller,County,2835,749,2066
13205,Mitchell,County,8963,3995,4935
13207,Monroe,County,15592,4384,11060
13209,Montgomery,County,3966,979,2960
13211,Morgan,County,11707,3355,8230
13213,Murray,County,15389,2302,12943
13215,Muscogee,County,80543,49529,30049
13217,Newton,County,54239,29794,23869
13219,Oconee,County,25168,8162,16595
13221,Oglethorpe,County,8131,2436,5593
13223,Paulding,County,85385,29704,54525
13225,Peach,County,12545,5920,6502
13227,Pickens,County,17116,2808,14075
13229,Pierce,County,9048,1100,7899
13231,Pike,County,10720,1505,9127
13233,Polk,County,17399,3658,13589
13235,Pulaski,County,4059,1217,2805
13237,Putnam,County,11855,3448,8291
13239,Quitman,County,1106,497,604
13241,Rabun,County,9568,1984,7474
13243,Randolph,County,3074,1671,1391
13245,Richmond,County,87016,59124,26781
13247,Rockdale,County,44686,31244,13012
13249,Schley,County,2275,462,1800
13251,Screven,County,6628,2661,3916
13253,Seminole,County,3884,1254,2611
13255,Spalding,County,30116,11784,18057
13257,Stephens,County,11885,2385,9368
13259,Stewart,County,1990,1182,801
13261,Sumter,County,12150,6318,5732
13263,Talbot,County,3522,2114,1392
13265,Taliaferro,County,928,561,360
13267,Tattnall,County,8183,2061,6053
13269,Taylor,County,3839,1387,2418
13271,Telfair,County,4333,1487,2825
13273,Terrell,County,4416,2376,2004
13275,Thomas,County,21853,8708,12954
13277,Tift,County,16283,5322,10784
13279,Toombs,County,10914,2939,7872
13281,Towns,County,7979,1550,6384
13283,Treutlen,County,3077,952,2101
13285,Troup,County,30049,11578,18143
13287,Turner,County,3792,1410,2349
13289,Twiggs,County,4444,2044,2370
13291,Union,County,15560,2801,12651
13293,Upson,County,12905,4201,8608
13295,Walker,County,29354,5769,23174
13297,Walton,County,50811,12633,37617
13299,Ware,County,14192,4211,9865
13301,Warren,County,2651,1469,1166
13303,Washington,County,9459,4730,4663
13305,Wayne,County,12778,2687,9987
13307,Webster,County,1390,639,748
13309,Wheeler,County,2285,689,1583
13311,White,County,14816,2411,12222
13313,Whitfield,County,36746,10670,25636
13315,Wilcox,County,3281,862,2403
13317,Wilkes,County,5029,2159,2823
13319,Wilkinson,County,4770,2075,2664
13321,Worth,County,9285,2395,6830
15001,Hawaii,County,87716,58683,26851
15003,Honolulu,County,381627,238601,136061
15007,Kauai,County,33486,21217,11579
15009,Maui,County,71025,47301,22111
16001,Ada,County,259700,120539,130699
16003,Adams,County,2586,591,1941
16005,Bannock,County,39783,14682,23331
16007,Bear Lake,County,3315,350,2914
16009,Benewah,County,4973,977,3878
16011,Bingham,County,19996,4124,15295
16013,Blaine,County,13288,8919,4031
16015,Boise,County,4820,1204,3485
16017,Bonner,County,27452,8310,18369
16019,Bonneville,County,54034,14254,37805
16021,Boundary,County,6313,1220,4937
16023,Butte,County,1415,188,1202
16025,Camas,County,754,149,507
16027,Canyon,County,90907,25881,61759
16029,Caribou,County,3416,431,2906
16031,Cassia,County,9629,1464,7907
16033,Clark,County,311,41,264
16035,Clearwater,County,4419,877,3453
16037,Custer,County,2737,603,2089
16039,Elmore,County,10205,2601,7246
16041,Franklin,County,6664,657,5845
16043,Fremont,County,6719,998,5548
16045,Gem,County,9983,1803,7951
16047,Gooding,County,6050,1256,4659
16049,Idaho,County,9602,1561,7826
16051,Jefferson,County,14173,1661,12099
16053,Jerome,County,7812,1893,5734
16055,Kootenai,County,89467,24312,62837
16057,Latah,County,20570,10236,9472
16059,Lemhi,County,4738,1032,3592
16061,Lewis,County,1870,349,1489
16063,Lincoln,County,1940,414,1469
16065,Madison,County,17112,2666,13559
16067,Minidoka,County,8019,1550,6265
16069,Nez Perce,County,20967,6686,13738
16071,Oneida,County,2451,249,2148
16073,Owyhee,County,4742,816,3819
16075,Payette,County,11293,2161,8862
16077,Power,County,3086,865,2116
16079,Shoshone,County,6049,1693,4216
16081,Teton,County,6347,3318,2858
16083,Twin Falls,County,36501,9391,25897
16085,Valley,County,7063,2976,3947
16087,Washington,County,5344,1073,4154
17001,Adams,County,33434,8569,24131
17003,Alexander,County,0,0,0
17005,Bond,County,8109,2275,5612
17007,Boone,County,24672,10372,13762
17009,Brown,County,2523,485,1930
17011,Bureau,County,17416,6659,10404
17013,Calhoun,County,2767,674,2043
17015,Carroll,County,8006,2737,5098
17017,Cass,County,5325,1615,3624
17019,Champaign,County,91929,54412,34537
17021,Christian,County,16094,4286,11505
17023,Clark,County,8340,1990,6215
17025,Clay,County,6896,1129,5626
17027,Clinton,County,19139,4459,14264
17029,Coles,County,22470,7997,13981
17031,Cook,County,2271467,1684947,547615
17033,Crawford,County,9419,2198,7025
17035,Cumberland,County,5843,1141,4595
17037,DeKalb,County,47717,24484,21818
17039,De Witt,County,7994,2171,5623
17041,Douglas,County,8746,2327,6221
17043,DuPage,County,481826,279251,192426
17045,Edgar,County,8152,1869,6169
17047,Edwards,County,0,0,0
17049,Effingham,County,19041,3700,14983
17051,Fayette,County,10033,1815,8025
17053,Ford,County,6809,1691,4956
17055,Franklin,County,18488,4690,13514
17057,Fulton,County,15147,5328,9495
17059,Gallatin,County,0,0,0
17061,Greene,County,6224,1349,4767
17063,Grundy,County,26400,9445,16372
17065,Hamilton,County,4316,821,3429
17067,Hancock,County,0,0,0
17069,Hardin,County,0,0,0
17071,Henderson,County,0,0,0
17073,Henry,County,25624,9762,15266
17075,Iroquois,County,14011,2895,10858
17077,Jackson,County,22575,11104,10835
17079,Jasper,County,0,0,0
17081,Jefferson,County,17409,4597,12461
17083,Jersey,County,11942,2956,8699
17085,Jo Daviess,County,12477,5097,7161
17087,Johnson,County,6442,1280,5052
17089,Kane,County,231831,130143,96771
17091,Kankakee,County,49729,20112,28410
17093,Kendall,County,61327,31394,28515
17095,Knox,County,22716,10421,11818
17097,Lake,County,327558,199383,121805
17099,LaSalle,County,53284,22221,29940
17101,Lawrence,County,0,0,0
17103,Lee,County,16351,6368,9584
17105,Livingston,County,17049,4568,12134
17107,Logan,County,13117,3769,9042
17109,McDonough,County,12290,4973,7009
17111,McHenry,County,162766,77208,81479
17113,McLean,County,87013,43719,40365
17115,Macon,County,48934,19633,28373
17117,Macoupin,County,23919,7313,16058
17119,Madison,County,135686,56845,75272
17121,Marion,County,17214,4396,12540
17123,Marshall,County,6343,2004,4196
17125,Mason,County,6756,1984,4645
17127,Massac,County,0,0,0
17129,Menard,County,6889,2003,4722
17131,Mercer,County,8750,3212,5328
17133,Monroe,County,21024,6489,14046
17135,Montgomery,County,13701,3889,9504
17137,Morgan,County,15229,5020,9903
17139,Moultrie,County,6698,1645,4938
17141,Ogle,County,26040,9300,16092
17143,Peoria,County,83529,43331,38072
17145,Perry,County,10071,2612,7313
17147,Piatt,County,9762,3302,6219
17149,Pike,County,7836,1458,6235
17151,Pope,County,0,0,0
17153,Pulaski,County,0,0,0
17155,Putnam,County,3345,1309,1978
17157,Randolph,County,14896,3590,11065
17159,Richland,County,0,0,0
17161,Rock Island,County,66691,36647,28585
17163,St. Clair,County,125891,67034,56318
17165,Saline,County,0,0,0
17167,Sangamon,County,104395,48756,53303
17169,Schuyler,County,3908,1064,2767
17171,Scott,County,2730,569,2104
17173,Shelby,County,12049,2488,9396
17175,Stark,County,2881,814,2000
17177,Stephenson,County,21509,8756,12253
17179,Tazewell,County,68358,24486,42194
17181,Union,County,8896,2575,6157
17183,Vermilion,County,31617,10313,20710
17185,Wabash,County,0,0,0
17187,Warren,County,7916,3087,4671
17189,Washington,County,7921,1641,6115
17191,Wayne,County,8492,1185,7172
17193,White,County,7428,1517,5788
17195,Whiteside,County,27254,12195,14472
17197,Will,County,344507,182957,154351
17199,Williamson,County,33503,10107,22681
17201,Winnebago,County,121981,60601,58796
17203,Woodford,County,21079,5976,14590
18001,Adams,County,14209,3236,10686
18003,Allen,County,169196,73189,92083
18005,Bartholomew,County,36235,12934,22410
18007,Benton,County,4114,1009,3007
18009,Blackford,County,5351,1376,3841
18011,Boone,County,38520,15244,22351
18013,Brown,County,8886,2996,5725
18015,Carroll,County,9495,2224,7086
18017,Cass,County,15198,4304,10552
18019,Clark,County,57869,23093,33668
18021,Clay,County,12267,2552,9499
18023,Clinton,County,12949,3361,9334
18025,Crawford,County,4974,1369,3498
18027,Daviess,County,11954,2169,9576
18029,Dearborn,County,25383,5446,19528
18031,Decatur,County,12287,2439,9575
18033,DeKalb,County,19628,4966,14237
18035,Delaware,County,47940,20328,26724
18037,Dubois,County,21770,6292,15033
18039,Elkhart,County,74387,26108,46972
18041,Fayette,County,10136,2237,7755
18043,Floyd,County,41802,17511,23400
18045,Fountain,County,7986,1629,6154
18047,Franklin,County,12000,2137,9691
18049,Fulton,County,9147,2280,6694
18051,Gibson,County,16161,4023,11817
18053,Grant,County,27142,8015,18543
18055,Greene,County,14784,3389,11103
18057,Hamilton,County,193999,88390,101587
18059,Hancock,County,42911,12895,28996
18061,Harrison,County,20236,5343,14565
18063,Hendricks,County,88505,32604,53802
18065,Henry,County,21030,5544,15043
18067,Howard,County,40630,13303,26449
18069,Huntington,County,17829,4255,13147
18071,Jackson,County,19238,4302,14555
18073,Jasper,County,15475,3798,11383
18075,Jay,County,8461,1926,6361
18077,Jefferson,County,14697,4731,9663
18079,Jennings,County,12251,2523,9490
18081,Johnson,County,77618,24736,51219
18083,Knox,County,16011,4067,11655
18085,Kosciusko,County,35787,8364,26499
18087,LaGrange,County,10633,2355,8110
18089,Lake,County,219956,124870,91760
18091,LaPorte,County,49469,22419,25991
18093,Lawrence,County,21025,4961,15601
18095,Madison,County,51793,19524,31215
18097,Marion,County,389619,247772,134175
18099,Marshall,County,19927,5712,13844
18101,Martin,County,5144,1011,4029
18103,Miami,County,14473,3235,10925
18105,Monroe,County,63151,39861,22071
18107,Montgomery,County,17198,4213,12659
18109,Morgan,County,36159,7781,27512
18111,Newton,County,6591,1509,4942
18113,Noble,County,19190,4660,14195
18115,Ohio,County,3075,668,2054
18117,Orange,County,8832,2224,6432
18119,Owen,County,9904,2420,7286
18121,Parke,County,7013,1503,5400
18123,Perry,County,8722,3203,5345
18125,Pike,County,6220,1415,4692
18127,Porter,County,86509,39746,45008
18129,Posey,County,13236,3811,9206
18131,Pulaski,County,5806,1463,4246
18133,Putnam,County,16597,3946,12278
18135,Randolph,County,11070,2513,8312
18137,Ripley,County,14271,2774,11261
18139,Rush,County,7932,1754,6035
18141,St. Joseph,County,115238,59896,53164
18143,Scott,County,10160,2698,7328
18145,Shelby,County,19991,5023,14568
18147,Spencer,County,10769,3213,7357
18149,Starke,County,10290,2650,7466
18151,Steuben,County,16162,4513,11327
18153,Sullivan,County,8994,2153,6691
18155,Switzerland,County,4154,964,3133
18157,Tippecanoe,County,71448,35017,34581
18159,Tipton,County,8116,1834,6110
18161,Union,County,3483,736,2688
18163,Vanderburgh,County,77662,34415,41844
18165,Vermillion,County,7481,2145,5184
18167,Vigo,County,43594,18123,24545
18169,Wabash,County,14573,3494,10762
18171,Warren,County,4472,974,3401
18173,Warrick,County,33829,11923,21326
18175,Washington,County,12139,2784,9114
18177,Wayne,County,27679,9524,17567
18179,Wells,County,14050,2928,10855
18181,White,County,11166,3032,7957
18183,Whitley,County,17556,4234,12862
19001,Adair,County,4177,1198,2917
19003,Adams,County,2160,590,1530
19005,Allamakee,County,7422,2576,4735
19007,Appanoose,County,6516,1891,4512
19009,Audubon,County,3420,1071,2295
19011,Benton,County,14642,5160,9188
19013,Black Hawk,County,66593,35647,29640
19015,Boone,County,15340,6303,8695
19017,Bremer,County,14546,5958,8294
19019,Buchanan,County,10774,4169,6420
19021,Buena Vista,County,8075,2920,5006
19023,Butler,County,8098,2424,5542
19025,Calhoun,County,5258,1470,3689
19027,Carroll,County,11335,3454,7737
19029,Cass,County,7276,2201,4969
19031,Cedar,County,10703,4337,6161
19033,Cerro Gordo,County,23801,10941,12442
19035,Cherokee,County,6518,1936,4495
19037,Chickasaw,County,6631,2233,4308
19039,Clarke,County,4670,1466,3144
19041,Clay,County,8969,2662,6137
19043,Clayton,County,9594,3340,6106
19045,Clinton,County,24687,10812,13361
19047,Crawford,County,7154,2220,4854
19049,Dallas,County,56022,26879,27987
19051,Davis,County,4102,1013,3032
19053,Decatur,County,3804,1120,2615
19055,Delaware,County,10003,3157,6666
19057,Des Moines,County,19956,8893,10592
